,GEO_NAME,employed,unemployed,5 to 14 years,african american,all occupations,average total income of household in 2020 ($),between 7 a.m. and 7:59 a.m.,"black, n.o.s.","caucasian (white), n.o.s.",chinese,filipino,government transfers (%),indigenous identity,major repairs needed,median value of dwellings ($),movers,"no certificate, diploma or degree",not in the labour force,one-maintainer household,"postsecondary certificate, diploma or degree",public transit,renter,"south asian, n.o.s.",spending 30% or more of income on shelter costs,total visible minority population,under 5 years,average number of rooms per dwelling,2000 and before,65 years and over
196,59150534,0.64,-0.56,0.27,-0.1,-0.09,0.15,0.46,-0.09,-0.63,0.24,1.31,0.31,0.07,0.94,0.04,-0.91,-0.18,-0.1,-0.65,-0.31,0.29,-0.36,-0.15,-0.81,0.26,-0.01,0.48,0.03,-0.16
197,59150535,0.43,0.3,0.57,-0.1,-0.15,0.06,0.11,-0.09,-0.63,-0.21,0.46,0.03,0.07,0.49,0.21,0.55,0.07,-0.12,-1.07,-0.68,0.43,-0.3,-0.15,-0.27,-0.07,0.4,0.22,-0.05,-0.39
198,59150536,-1.4,-1.17,0.01,-0.1,0.6,0.41,0.2,-0.09,-0.63,-0.11,0.14,0.43,-0.46,2.29,0.76,-1.06,1.23,0.74,2.46,-0.5,-0.62,-0.2,-0.15,-1.78,-0.51,-1.4,-0.92,1.1,3.04
199,59150537,-0.26,-0.37,-0.41,-0.1,0.09,0.1,0.63,-0.09,-0.63,-0.34,1.15,-0.22,1.12,-1.17,0.04,-0.45,-0.48,-0.19,-0.74,-0.18,-0.08,-0.69,-0.15,-0.96,-0.55,-0.19,0.99,0.59,0.02
200,59150538,0.24,0.64,0.33,-0.1,-0.33,0.06,1.02,-0.09,0.13,-0.31,-0.41,-0.74,0.34,-0.35,0.48,0.15,-0.78,-0.85,0.43,0.69,-0.9,-0.63,-0.15,-1.18,-0.38,0.48,-0.67,-3.01,0.29
201,59150539,0.22,-1.28,-0.49,-0.1,0.6,0.06,-0.11,-0.09,-0.63,0.55,-0.85,-0.44,-0.46,-1.17,0.04,-0.65,-0.65,0.3,-0.74,0.52,0.2,-0.69,-0.15,-0.14,0.2,0.9,0.73,0.04,1.39
202,59150540,-0.19,-1.55,0.06,-0.1,0.6,0.06,0.2,-0.09,0.53,0.17,0.27,-0.22,-0.46,-0.03,-0.07,0.19,-0.44,-0.58,-1.0,0.12,1.57,-0.64,-0.15,-0.11,0.82,-0.74,0.67,-0.25,1.18
203,59150541,-1.01,-0.35,0.95,-0.1,0.6,0.14,0.84,-0.09,-0.63,1.05,0.34,0.09,-0.46,0.03,-0.45,-0.01,-0.63,0.34,-0.08,-0.31,1.96,-0.07,-0.15,0.01,1.13,-0.27,0.8,-0.39,1.0
204,59150542,-0.33,-0.47,-0.7,-0.1,0.17,0.32,-1.82,-0.09,-0.63,1.01,-0.34,0.29,-0.46,0.45,-0.77,1.43,-0.23,1.1,-0.97,-0.41,2.41,0.75,-0.15,1.58,0.89,-0.37,0.22,-0.24,0.12
205,59150543,-0.23,-0.06,1.54,-0.1,0.44,-0.03,-0.03,-0.09,-0.63,1.39,-0.47,-0.91,-0.31,-0.58,0.43,3.08,-0.8,-0.83,0.89,1.18,1.12,-0.31,-0.15,1.11,1.15,-0.05,-0.35,-2.81,-0.78
206,59150544,-2.06,1.53,-0.62,-0.1,-1.66,0.49,1.26,-0.09,-0.63,1.21,-0.31,0.62,0.17,0.35,0.73,0.05,-0.12,1.58,2.13,0.08,0.86,-0.42,-0.15,0.6,0.8,-0.33,-0.79,0.75,2.96
207,59150545,-1.36,0.24,0.1,-0.1,-1.24,0.05,0.66,-0.09,-0.63,1.43,-0.67,-0.41,0.72,0.47,0.21,0.24,-0.58,0.69,0.25,0.35,-0.13,-0.99,-0.15,0.12,0.81,0.46,0.16,-2.14,0.74
208,59150546,-1.2,-0.29,1.09,-0.1,-0.52,-0.12,-0.21,-0.09,-0.63,1.92,-0.41,-0.63,-0.46,-0.52,0.15,-0.52,0.47,1.01,-0.48,0.07,-0.73,-1.27,-0.15,0.26,1.26,-0.45,0.73,-1.71,0.3
209,59150547,0.47,2.14,0.07,-0.1,-0.15,0.33,0.46,-0.09,-0.63,-0.19,-0.34,0.26,-0.46,-0.44,-3.27,0.23,-0.93,-0.62,0.55,0.47,1.48,2.15,-0.15,1.06,0.38,1.21,-0.99,1.09,0.07
210,59150548,-0.78,1.97,-1.03,-0.1,-3.34,-0.03,1.83,-0.09,-0.63,1.45,-0.85,-0.58,-0.46,1.02,-0.52,-0.75,-0.21,2.31,0.1,-0.54,0.15,-0.35,-0.15,0.84,0.45,-1.4,1.43,-0.29,1.21
211,59150549,-0.93,-0.42,0.43,-0.1,0.6,-0.0,-2.87,-0.09,-0.63,2.52,-0.51,-0.38,-0.46,0.62,-0.8,-0.67,-0.51,0.72,0.29,-0.11,-0.5,-0.57,-0.15,-0.82,1.59,0.5,1.56,-0.95,-0.18
212,59150550,-2.28,0.74,0.61,-0.1,-0.57,-0.12,0.46,-0.09,-0.63,1.84,-0.53,-0.63,-0.46,0.11,-0.23,-0.29,-0.05,1.86,-0.29,-1.02,-1.13,-0.87,-0.15,0.84,1.27,-0.09,0.99,-0.76,1.16
213,59150551,-1.68,-2.16,-0.35,-0.1,0.6,-0.72,-1.1,-0.09,-0.63,2.04,-0.85,-0.68,-0.46,1.45,-1.06,-0.91,-0.57,1.08,-1.16,-0.03,-0.18,-1.99,-0.15,-0.11,0.92,2.71,2.2,-0.13,1.46
214,59150552,-1.06,-1.14,-0.57,-0.1,-0.89,-0.0,0.02,-0.09,-0.63,1.57,-0.85,-0.46,-0.46,-1.17,-1.06,-2.06,-0.89,1.11,-0.51,0.29,-0.85,-1.6,-0.15,0.84,1.26,-0.07,2.2,-0.1,-0.08
215,59150553,-0.63,-1.31,0.93,-0.1,0.07,-0.91,1.98,-0.09,-0.63,2.27,-0.38,-1.5,-0.46,-1.17,-2.08,-1.4,-0.38,0.51,0.9,0.41,-1.22,-1.54,-0.15,0.89,0.76,-0.29,2.77,0.01,0.08
216,59150554,-1.92,0.51,-0.57,-0.1,0.6,-0.49,0.63,-0.09,-0.63,1.32,-0.85,-0.77,-0.46,-1.17,-1.06,0.12,-0.48,1.02,0.06,0.29,-2.08,-1.23,-0.15,1.02,0.51,-0.29,2.2,0.77,1.63
217,59150555,-0.71,-1.07,2.08,-0.1,0.12,-0.33,-0.73,-0.09,-0.63,1.53,-0.22,-0.95,-0.46,-1.17,-0.84,-1.11,-0.13,0.57,-0.21,0.42,-1.16,-0.52,-0.15,2.22,0.6,1.31,1.18,0.24,0.47
218,59150556,-0.8,0.37,0.69,-0.1,-0.25,0.34,-1.25,-0.09,-0.63,1.19,-0.33,0.06,-0.25,0.28,0.43,-0.31,-0.47,1.2,1.26,0.17,0.63,0.26,-0.15,2.0,0.56,1.03,-0.48,0.39,0.35
219,59150557,-0.83,-0.82,0.04,-0.1,0.6,0.06,-0.9,-0.09,-0.63,0.49,-0.85,-0.79,-0.46,-0.42,-0.37,0.89,-0.61,1.48,0.18,0.33,0.73,0.41,-0.15,0.27,0.74,0.09,0.03,-0.22,0.61
220,59150558,-0.56,2.4,-0.27,-0.1,-1.24,0.4,0.74,-0.09,-0.63,-0.58,-0.57,-0.09,-0.46,0.09,0.54,-0.07,-0.69,-0.8,1.03,0.81,0.29,1.41,-0.15,0.93,-0.35,-0.11,-0.99,0.87,0.6
221,59150559,-0.76,-1.54,-0.38,-0.1,0.6,-0.02,0.94,-0.09,3.37,0.22,-0.85,-0.69,-0.12,-0.48,-0.23,0.02,0.46,1.1,-0.21,0.23,-0.73,-0.82,-0.15,0.67,0.03,0.68,0.67,-0.63,1.29
222,59150560,0.14,-0.5,0.41,-0.1,-0.6,-0.78,-1.1,-0.09,-0.63,0.76,-0.85,-1.05,-0.12,-0.2,-0.51,-1.25,-0.61,1.38,-1.53,0.56,0.13,-1.36,-0.15,0.84,0.37,0.15,1.56,-0.29,0.14
223,59150561,0.41,-0.41,2.61,-0.1,0.25,-1.72,0.15,-0.09,-0.63,0.68,0.06,-1.36,-0.46,-1.17,-0.56,-0.67,-0.69,-0.61,-0.01,0.89,-1.0,-1.62,-0.15,-0.04,0.06,-1.4,1.94,-0.12,-0.56
224,59150562,-1.7,-1.02,-0.85,-0.1,0.01,-0.28,-1.06,-0.09,-0.63,1.21,-0.85,-0.86,-0.46,-0.35,-0.52,0.6,-0.35,1.41,-0.03,0.17,-1.22,-0.8,-0.15,1.17,0.23,0.09,1.12,-0.83,0.53
225,59150563,-0.18,0.89,1.59,-0.1,-0.62,0.27,1.56,-0.09,1.9,-0.41,-0.22,0.01,-0.02,-0.42,-3.27,0.28,-0.35,0.3,0.94,0.08,0.49,1.96,-0.15,0.96,-0.32,0.09,-1.05,0.61,0.53
226,59150564,-0.83,0.06,0.86,-0.1,-0.7,0.15,0.28,-0.09,1.75,0.55,-0.85,-0.2,-0.46,-0.01,0.35,-0.7,-0.88,0.97,1.12,0.52,-1.33,-0.13,-0.15,1.21,0.09,-0.78,-0.41,0.74,0.92
227,59150565,-1.77,0.28,1.22,-0.1,-0.68,0.2,0.46,-0.09,-0.63,0.03,-0.41,-0.0,-0.46,0.05,-0.77,-0.8,-0.27,1.66,1.23,0.08,-0.66,0.55,-0.15,0.88,-0.26,0.36,0.03,0.74,2.28
228,59150566,-1.64,0.16,0.23,-0.1,0.09,0.37,-1.21,-0.09,-0.63,0.04,-0.59,0.55,-0.46,0.01,0.65,0.2,-0.72,0.3,1.08,0.28,-0.6,-0.31,-0.15,1.13,-0.15,-0.45,-0.54,0.89,2.39
229,59150567,-2.12,-0.06,0.49,-0.1,0.01,0.29,-0.73,-0.09,-0.63,0.05,-0.44,-0.1,-0.46,0.41,0.72,-0.69,-0.56,1.08,1.38,0.07,0.98,0.85,-0.15,1.55,-0.33,0.52,-0.6,0.85,2.75
230,59150568,-0.16,0.46,0.51,-0.1,0.25,0.36,0.08,-0.09,-0.63,-0.0,-0.85,0.33,-0.46,-0.31,0.48,0.07,-0.51,1.19,0.68,0.82,-0.24,1.15,-0.15,1.5,0.25,0.5,-0.79,0.52,1.5
231,59150569,-1.52,-1.48,-0.74,-0.1,0.6,0.39,-0.35,-0.09,-0.02,0.35,-0.5,0.15,0.05,-0.25,0.6,0.36,-0.79,2.03,1.57,0.61,-0.03,0.69,-0.15,1.7,-0.34,-0.64,-0.92,0.69,1.91
232,59150570,-0.55,-1.35,0.17,-0.1,0.6,0.49,0.55,-0.09,-0.63,0.13,-0.41,0.38,-0.46,0.37,0.71,-0.19,-0.87,0.89,1.59,0.86,0.63,0.46,-0.15,0.96,-0.05,-0.23,-1.05,1.12,1.24
233,59150571,-0.86,-0.39,-0.01,-0.1,0.6,-1.27,-0.73,-0.09,-0.63,0.65,-0.24,-1.16,-0.46,0.16,-1.06,0.33,-0.43,0.6,-0.85,1.02,-1.47,-1.34,-0.15,0.14,-0.1,0.54,2.33,0.69,1.52
234,59150572,0.24,-0.81,2.13,-0.1,0.6,-0.91,-1.39,-0.09,-0.63,-0.27,-0.85,-1.03,-0.46,-1.17,-0.52,0.46,-0.71,-0.44,-1.15,0.67,-0.5,-1.43,-0.15,-0.59,-0.37,-1.4,2.26,0.55,1.19
235,59150573,-1.42,-0.87,2.01,-0.1,-0.15,0.46,0.39,-0.09,-0.63,1.11,-0.67,-0.17,-0.12,-1.17,0.6,1.69,-0.52,1.24,0.74,0.65,-0.73,-0.36,-0.15,1.71,0.76,0.26,-0.73,-2.97,-0.02
236,59150575,-0.63,0.02,0.12,-0.1,-0.52,-0.34,1.56,-0.09,-0.63,0.76,-0.85,-1.03,-0.46,0.94,-0.52,-0.18,-0.51,1.18,0.67,0.45,-0.07,0.27,-0.15,0.47,-0.04,1.13,0.86,0.85,-0.62
237,59150577,-0.95,-0.56,0.22,-0.1,-0.15,0.22,0.55,-0.09,1.55,-0.19,-0.85,0.01,-0.46,2.08,0.56,-0.28,-0.97,0.83,0.21,1.09,-0.46,-1.27,-0.15,0.41,-0.84,0.58,0.03,1.21,1.63
238,59150578,-0.63,-2.16,-0.22,-0.1,0.6,-0.28,-2.01,-0.09,-0.63,1.78,-0.85,-0.65,-0.46,0.47,-0.77,-0.88,-0.96,0.23,-0.09,0.58,-1.47,-0.59,-0.15,1.38,0.64,0.8,1.18,-0.62,0.62
239,59150579,-1.8,-0.24,1.77,-0.1,-0.73,0.01,-0.21,-0.09,-0.63,2.06,-0.85,-0.15,-0.46,-1.17,-0.97,-1.27,-0.53,2.85,-0.56,0.1,-0.18,-1.47,-0.15,0.06,1.14,-0.39,1.56,-0.58,1.04
240,59150580,-0.81,-0.37,2.13,-0.1,-1.1,-0.04,1.76,-0.09,-0.63,2.36,-0.85,-0.87,-0.46,-1.17,-1.06,-0.83,-0.16,0.39,0.4,0.58,-0.85,-0.49,-0.15,0.95,0.88,1.17,1.24,-0.42,-1.52
241,59150581,-1.83,-0.65,-0.66,-0.1,-1.13,-0.42,3.28,-0.09,-0.63,1.24,-0.85,-0.85,-0.46,-1.17,-0.77,0.77,0.37,2.38,-1.32,0.1,-2.08,-0.64,-0.15,1.22,0.49,0.7,1.75,0.06,-1.02
242,59150582,-1.99,0.59,1.2,-0.1,-0.07,0.08,0.46,-0.09,-0.63,2.13,-0.85,-0.94,-0.46,-1.17,-1.06,-0.04,0.25,2.09,-0.41,-0.5,0.29,-1.33,-0.15,1.29,1.16,0.07,1.31,-0.46,0.2
243,59150583,-0.25,-1.19,0.38,-0.1,0.23,-2.6,-1.35,-0.09,-0.63,-0.61,-0.85,-1.44,-0.46,0.26,0.04,-0.12,-0.87,-0.63,-1.18,0.53,0.07,-1.0,-0.15,-0.04,-1.07,0.28,0.42,-0.26,0.36
244,59150584,-1.39,0.54,-0.67,-0.1,-0.33,-0.52,0.71,-0.09,1.04,-0.84,-0.12,-1.0,-0.46,0.18,0.31,-0.69,0.61,0.74,0.5,0.45,-1.35,-1.24,-0.15,-0.07,-1.19,-1.4,0.16,0.28,0.38
245,59150585,0.44,-1.22,-0.57,-0.1,0.6,-0.5,1.72,-0.09,-0.63,-0.89,-0.85,-1.06,-0.46,-0.08,-0.51,0.97,-0.76,-0.15,-0.32,0.77,1.19,-0.72,-0.15,-0.25,-1.21,-1.4,0.86,-0.32,0.38
246,59150586,1.23,0.05,-0.9,-0.1,0.6,0.22,-0.14,-0.09,-0.63,-0.83,-0.41,-0.38,-0.04,1.42,0.04,1.05,-0.78,-0.75,0.53,0.71,0.29,1.46,-0.15,0.15,-1.16,-1.4,-0.6,0.85,-0.74
247,59150587,0.58,2.4,0.69,-0.1,0.6,0.23,1.31,-0.09,0.28,-0.62,-0.59,-0.75,-0.46,0.24,-0.23,1.25,-0.94,-0.62,0.09,0.21,-0.18,0.52,-0.15,0.62,-0.99,-0.33,0.1,0.33,0.0
248,59150588,0.06,-0.04,-1.38,-0.1,0.6,0.04,-1.47,-0.09,1.24,-1.04,-0.44,-0.18,-0.46,0.9,-0.12,-1.14,-0.56,-0.2,-0.21,0.94,0.17,-0.1,-0.15,-0.13,-1.33,2.2,0.29,0.28,0.36
249,59150589,1.15,0.34,-0.64,-0.1,-1.05,-0.21,-1.39,-0.09,-0.63,-0.36,-0.85,-0.82,-0.46,-0.2,-0.12,0.18,-0.7,0.08,-0.51,0.46,-0.24,-0.41,-0.15,-0.22,-1.07,2.14,0.67,0.63,-0.08
250,59150590,0.12,0.28,-0.7,-0.1,0.15,-0.23,0.56,-0.09,1.24,-0.61,-0.85,-0.68,-0.46,0.6,-0.23,-0.65,-0.87,-0.15,-0.67,1.21,-0.86,-0.91,-0.15,-0.53,-0.64,-0.03,0.86,-0.25,0.32
251,59150591,-0.99,0.55,0.86,-0.1,-0.17,-0.76,0.94,-0.09,0.53,-0.45,0.24,-0.88,-0.46,-0.01,-0.46,-0.47,0.18,0.35,-0.61,-0.01,0.63,-0.8,-0.15,-1.03,-1.04,4.53,0.99,-0.17,0.2
252,59150592,0.43,0.73,-0.06,-0.1,-0.15,0.01,0.68,-0.09,2.41,-0.97,-0.22,-0.8,-0.46,-1.17,-0.39,0.1,-0.66,-0.29,0.73,0.75,-0.5,0.55,-0.15,-0.32,-1.11,0.48,-0.09,-0.94,-0.19
253,59150593,-0.88,0.94,-0.93,-0.1,-1.24,0.02,2.28,-0.09,2.25,-0.61,-0.85,-0.49,-0.46,0.32,0.04,0.27,-0.32,-1.04,-0.9,0.33,-0.55,-0.58,-0.15,-0.3,-1.01,0.8,0.29,0.38,0.12
254,59150594,0.56,0.28,0.86,-0.1,-0.52,0.17,0.46,-0.09,-0.63,-1.16,-0.85,-0.12,0.21,0.16,0.26,0.35,-0.26,-1.54,-0.3,0.4,-0.5,0.6,-0.15,-0.31,-1.1,2.56,0.03,0.93,0.13
255,59150595,-0.35,0.15,1.07,-0.1,-0.36,0.27,0.15,-0.09,2.56,-0.24,-0.54,-0.2,-0.17,-0.31,0.65,0.53,-0.72,-0.74,-0.09,0.9,-0.14,-0.06,-0.15,0.4,-0.86,1.13,-0.22,-0.42,0.14
256,59150596,0.23,-1.23,0.52,-0.1,0.6,-0.68,-0.41,-0.09,-0.63,-0.65,-0.34,-1.1,-0.46,-1.17,0.21,-0.01,-1.11,0.08,-0.11,1.49,1.08,-0.39,-0.15,-0.42,-1.29,0.72,-0.03,0.54,0.23
257,59150597,0.38,-0.33,-1.09,-0.1,0.33,0.18,-1.18,-0.09,3.17,-0.92,-0.85,-0.74,-0.06,-0.18,0.21,1.66,-0.22,-0.83,0.36,0.68,0.68,1.24,-0.15,1.67,-1.04,1.73,-0.79,0.75,-0.94
258,59150598,1.18,-0.39,-0.95,-0.1,0.28,0.38,-0.02,-0.09,2.46,-0.54,-0.85,-0.12,-0.46,1.3,0.2,0.71,-1.19,-0.77,0.24,1.02,-0.28,0.95,-0.15,1.18,-0.9,0.34,-0.6,0.9,-0.94
259,59150599,-0.34,-0.28,0.69,-0.1,0.23,0.48,1.15,-0.09,-0.63,-1.23,-0.85,0.31,0.09,0.2,0.6,-0.88,-0.99,-0.59,1.56,0.54,-0.1,0.82,-0.15,1.1,-1.48,0.2,-1.05,1.21,1.22
260,59150600,-1.6,0.86,0.25,-0.1,-0.04,-0.21,1.79,-0.09,-0.63,0.04,-0.85,-0.8,-0.46,-0.27,-0.52,-1.09,-0.52,1.24,0.63,-0.35,-1.13,-1.02,-0.15,-0.53,-0.73,-0.33,0.1,0.33,1.5
261,59150601,0.34,-1.58,-0.11,-0.1,0.6,0.08,0.94,-0.09,2.91,-1.19,-0.85,-0.76,0.28,-0.1,0.31,0.63,-0.3,-0.44,0.24,1.13,-0.22,0.39,-0.15,0.33,-1.68,-0.01,-0.48,0.78,0.08
262,59150602,0.79,-0.85,3.02,-0.1,0.6,-0.99,0.88,-0.09,-0.63,-1.48,-0.85,-1.28,0.24,0.79,-0.39,0.29,-0.35,-0.61,-0.51,0.73,-0.87,0.3,-0.15,-1.02,-1.76,-1.4,0.35,0.89,-0.3
263,59150603,0.58,-0.48,-2.37,-0.1,0.6,-0.44,0.15,-0.09,-0.63,-1.32,-0.85,-1.09,-0.46,-0.1,0.04,-0.83,-0.84,0.51,-0.43,1.49,-1.22,-0.12,-0.15,-0.79,-1.87,-1.4,0.1,1.0,1.02
264,59150604,1.04,-0.56,-0.35,-0.1,0.6,-0.08,-1.33,-0.09,0.23,-0.78,-0.85,-0.93,-0.46,0.3,0.04,0.95,-0.98,-0.61,0.34,1.25,0.35,0.26,-0.15,0.25,-0.97,-0.15,-0.29,0.42,-0.47
265,59150605,0.91,-0.44,0.06,-0.1,0.6,-0.07,-0.02,-0.09,-0.63,-1.17,-0.54,-0.8,-0.46,0.94,0.04,0.45,-0.52,-0.5,0.06,1.21,-0.5,-0.36,-0.15,-0.64,-1.82,0.58,-0.09,1.17,0.03
266,59150606,0.49,1.12,-1.32,-0.1,0.04,-0.09,-0.14,-0.09,1.44,-0.68,-0.85,-0.95,0.11,-1.17,0.34,0.2,-0.96,-0.22,-0.39,1.11,-0.38,-0.24,-0.15,0.25,-1.42,0.76,-0.09,0.89,-0.22
267,59150607,1.39,-0.75,-0.27,-0.1,0.12,0.2,1.23,-0.09,0.28,-0.98,-0.67,-0.94,-0.08,-0.1,0.49,0.64,-1.02,-0.18,0.41,1.03,0.11,0.06,1.42,0.17,-1.31,0.76,-0.41,0.88,-0.45
268,59150608,0.88,-1.13,1.22,10.67,0.25,-0.05,0.23,-0.09,0.68,-1.13,-0.85,-0.93,-0.46,-1.17,0.48,0.84,-0.7,-0.05,0.42,1.36,0.35,-0.2,-0.15,-0.46,-1.35,0.24,-0.48,0.84,-0.26
269,59150609,0.98,-0.06,1.54,-0.1,-0.17,-0.07,0.68,-0.09,3.77,-1.2,-0.3,-0.98,-0.46,-1.17,0.15,0.6,-1.14,-1.39,-0.54,1.34,0.23,0.39,-0.15,-0.74,-1.42,-1.4,-0.16,-0.63,-0.62
270,59150610,1.59,1.32,0.33,-0.1,0.31,0.22,2.31,-0.09,0.23,-1.04,-0.85,-0.61,-0.1,0.62,0.65,1.57,-1.1,-1.7,0.04,0.52,1.08,-0.07,-0.15,-0.97,-1.58,-0.07,-0.6,0.64,-0.72
271,59150611,1.21,0.55,0.67,-0.1,0.6,-0.06,-0.61,-0.09,-0.63,-1.28,-0.04,-0.86,-0.46,0.68,0.04,1.69,-1.01,-1.1,-0.72,1.34,-0.47,0.46,-0.15,-0.31,-1.42,2.32,0.1,0.54,-0.81
272,59150612,-0.16,1.06,-0.28,-0.1,-1.13,0.2,1.34,-0.09,0.63,-0.83,-0.85,-0.57,0.07,-0.29,0.04,0.03,-0.87,-0.12,0.47,1.17,0.17,0.54,-0.15,0.7,-1.21,1.15,-0.48,-0.21,0.17
273,59150613,0.47,-0.96,1.95,-0.1,0.6,-0.05,-0.7,-0.09,0.08,-0.62,-0.85,-0.83,-0.46,-1.17,0.48,1.79,-1.01,-0.32,-0.27,1.21,-0.98,-0.03,-0.15,-0.44,-0.95,2.12,-0.48,-0.06,-1.0
274,59150614,0.91,-0.26,-0.24,-0.1,0.6,0.02,-1.18,-0.09,-0.63,-1.03,-0.85,-0.87,-0.15,0.3,0.4,-0.14,-0.65,-1.26,0.47,0.86,-0.01,0.11,-0.15,0.15,-1.28,0.68,-0.22,0.58,-0.73
275,59150615,-0.0,-0.15,-0.35,-0.1,0.17,0.13,0.99,-0.09,-0.63,-1.48,-0.57,-0.7,-0.06,0.98,0.1,0.3,-0.87,-0.44,0.32,0.88,0.67,0.66,-0.15,1.06,-1.4,-1.4,-0.41,0.12,0.2
276,59150616,1.41,-0.28,-0.35,-0.1,0.31,0.31,1.66,-0.09,0.18,-1.25,-0.85,-0.82,1.21,1.91,0.6,1.17,-0.88,-1.82,0.49,0.68,-0.47,1.51,-0.15,-0.17,-1.5,1.07,-1.18,0.83,-1.55
277,59150617,0.01,-0.39,-0.9,-0.1,0.25,0.16,-0.91,-0.09,0.38,-1.13,-0.56,-0.68,-0.46,-0.01,0.71,-0.36,-0.69,-1.44,0.52,1.02,-1.25,0.99,-0.15,0.25,-1.45,-1.4,-1.11,0.97,-0.76
278,59150618,1.22,-1.09,0.86,-0.1,0.33,0.44,0.99,-0.09,-0.63,-1.16,-0.64,-0.34,-0.46,1.49,0.8,0.81,-0.87,-0.76,1.2,1.48,-0.09,1.08,-0.15,0.48,-1.57,-1.4,-1.18,1.11,-0.85
279,59150619,1.24,0.42,2.21,-0.1,-0.31,0.14,1.35,-0.09,-0.63,-1.02,-0.85,-0.73,-0.46,1.07,0.54,-0.38,-0.29,-0.44,0.49,0.96,-0.92,0.76,-0.15,0.15,-1.36,0.32,-0.54,0.15,-0.29
280,59150620,-0.25,-1.06,-0.57,-0.1,0.12,0.55,1.71,-0.09,-0.63,-1.31,-0.85,1.08,0.76,1.17,0.8,0.02,0.15,0.97,1.56,0.56,0.89,1.18,-0.15,-0.23,-1.57,1.35,-0.92,1.28,1.61
281,59150621,0.16,0.92,-1.03,-0.1,-0.54,0.34,1.23,-0.09,0.43,-1.36,-0.85,-0.3,0.19,0.88,0.81,0.4,-0.75,-0.98,1.2,0.96,0.11,0.9,-0.15,0.4,-1.54,1.07,-1.3,1.12,0.7
282,59150622,1.51,0.93,-0.96,-0.1,0.6,0.31,-0.06,-0.09,1.8,-1.48,-0.85,-0.85,-0.46,0.77,0.76,1.2,-1.44,-1.32,1.07,1.36,0.41,1.23,-0.15,-0.23,-1.57,1.17,-1.18,1.11,-0.89
283,59150623,1.48,-0.08,1.51,-0.1,0.6,0.33,0.98,-0.09,2.56,-1.11,-0.85,-0.82,0.3,-0.05,0.68,1.25,-1.2,-1.3,0.38,1.42,-0.34,1.03,-0.15,-0.12,-1.63,-1.4,-1.05,0.9,-1.29
284,59150624,1.52,0.4,-0.7,-0.1,-0.23,0.31,-1.03,-0.09,2.81,-1.38,-0.85,-0.47,-0.1,0.56,0.82,0.32,-1.1,-1.83,1.08,1.12,-0.28,1.42,-0.15,0.25,-1.74,-0.03,-1.18,0.88,-0.61
285,59150625,1.21,-0.85,-0.01,-0.1,-0.01,0.12,0.52,-0.09,0.63,-1.03,0.01,-1.11,-0.1,-0.14,0.39,1.31,-0.97,-1.33,0.76,1.14,-0.47,1.32,-0.15,0.47,-1.2,-1.4,-1.11,0.8,-1.01
286,59150626,0.64,1.22,0.15,-0.1,-0.36,0.4,-0.15,-0.09,0.74,-1.17,-0.85,-0.33,-0.08,2.21,0.65,0.07,-1.2,-1.42,1.05,1.31,0.04,0.86,-0.15,0.42,-1.45,-0.15,-0.99,1.14,-0.41
287,59150627,1.18,-1.12,0.86,-0.1,0.6,0.14,0.08,-0.09,1.04,-0.55,-0.49,-1.07,-0.1,1.28,0.62,1.74,-0.44,-0.66,0.69,1.05,-1.55,-0.37,-0.15,0.26,-1.1,1.43,-0.54,1.12,-0.95
288,59150628,0.4,0.4,-0.35,-0.1,-0.41,0.17,1.47,-0.09,0.38,-0.97,-0.46,-0.73,-0.46,0.05,0.71,0.8,-0.98,-1.02,1.56,0.5,-0.22,0.45,-0.15,0.37,-1.23,0.58,-0.99,0.09,-0.86
289,59150629,1.03,0.4,0.77,-0.1,0.6,0.44,0.26,-0.09,0.63,-0.98,-0.49,-0.22,-0.1,0.09,0.76,0.7,-0.87,-0.99,1.05,0.91,-0.41,0.8,-0.15,0.72,-1.49,-0.11,-1.24,1.15,-0.82
290,59150633,0.77,-0.07,-0.19,-0.1,0.31,0.31,1.15,-0.09,0.94,-0.83,-0.51,-0.79,-0.12,0.03,0.68,0.66,-0.9,-1.52,0.59,1.27,0.06,0.41,-0.15,0.33,-1.19,0.2,-0.92,0.97,-0.35
291,59150634,0.93,1.32,-0.46,-0.1,0.31,0.41,0.12,-0.09,-0.63,-1.37,-0.85,-0.7,-0.06,-0.05,0.76,1.11,-0.94,-1.73,0.61,1.42,0.05,1.1,-0.15,0.12,-1.6,-1.4,-1.11,1.13,-1.42
292,59150635,1.12,-0.91,-0.87,-0.1,0.6,0.34,-0.1,-0.09,0.18,-0.88,-0.85,-0.69,-0.46,1.7,0.79,0.4,-1.11,-0.82,0.82,1.41,-1.01,-0.03,-0.15,0.12,-0.96,-0.47,-0.99,1.35,-0.65
293,59150636,0.64,-0.21,-0.9,-0.1,0.31,0.45,-0.42,-0.09,2.1,-1.22,-0.85,-0.3,0.3,0.47,0.6,-0.06,-1.1,-0.98,1.31,1.15,0.63,1.52,-0.15,0.65,-1.52,1.0,-1.18,1.02,-0.57
294,59150637,0.39,-0.52,-0.12,-0.1,-0.12,0.06,0.02,-0.09,0.18,-1.09,-0.25,-0.68,-0.12,-0.1,0.15,1.57,-1.21,0.02,0.29,0.86,-0.64,0.63,-0.15,1.51,-1.45,-0.29,-0.6,0.42,1.3
